is_coral_gardening,reference,year_published,year_data_collection,type_of_source,action,reef_restoration_and_adaptation_plan_report_technique,ecological_outcome,economic_outcome,social_outcome,feasibility_reasons_for_failure_success,ser_concept_1_reference_ecosystems,ser_concept_2a_clear_targets_and_goals_smart_objectives,ser_concept_2b_specific_and_measurable_indicators_to_evaluate_targets_goals_objectives,ser_concept_2c_adaptive_management,ser_concept_3_assessing_capacity_for_natural_recovery,ser_concept_4_aiming_for_full_ecosystem_recovery,ser_concept_5_restoration_draws_on_all_relevant_knowledge_science_practice_and_traditional_knowledge,ser_concept_6_early_and_ongoing_stakeholder_engagement_with_communities_and_end_users,variable_1,attribute_category_variable_1,sub_attribute_category_variable_1,variable_2,attribute_category_variable_2,sub_attribute_category_variable_2,variable_3,attribute_category_variable_3,sub_attribute_category_variable_3,variable_4,attribute_category_variable_4,sub_attribute_category_variable_4,variable_5,attribute_category_variable_5,sub_attribute_category_variable_5,variable_6,attribute_category_variable_6,sub_attribute_category_variable_6,variable_7,attribute_category_variable_7,sub_attribute_category_variable_7,variable_8,attribute_category_variable_8,sub_attribute_category_variable_8,variable_9,attribute_category_variable_9,sub_attribute_category_variable_9,variable_10,attribute_category_variable_10,sub_attribute_category_variable_10,variable_11,attribute_category_variable_11,sub_attribute_category_variable_11,variable_12,attribute_category_variable_12,sub_attribute_category_variable_12,variable_13,attribute_category_variable_13,sub_attribute_category_variable_13,variable_14,attribute_category_variable_14,sub_attribute_category_variable_14,variable_15,attribute_category_variable_15,sub_attribute_category_variable_15,variable_16,attribute_category_variable_16,sub_attribute_category_variable_16,variable_17,attribute_category_variable_17,sub_attribute_category_variable_17,variable_18,attribute_category_variable_18,sub_attribute_category_variable_18,primary_attribute_category,secondary_attribute_category
TRUE,"Pollock FJ, Katz SM, van de Water JAJM, Davies SW, Hein M, Torda G, Matz MV, Beltran VH, Buerger P, Puill-Stephan E, Abrego D, Bourne DG, Willis BL (2017) Coral larvae for restoration and research: a large-scale method for rearing Acropora millepora larvae, inducing settlement, and establishing symbiosis. PeerJ 5:e3732

",2017,2011-2012,primary,Aimed to determine (1) optimal larval rearing densities to maximize yield per unit effort. Here: high (1 larvae mL-1) density,Coral gardening - Nursery phase,Yes,Not reported,Not reported,"Overall, clear trends in the mortality rates of larvae were observed: mortality rates of those held at the lowest stocking density (0.2 larvae mL-1) were significantly lower than those held at moderate (0.5 larvae mL-1) and high (1 larvae mL-1) densities. Mortality rates in moderate
stocking density tanks were also lower than those in high stocking density tanks. In all treatments, mortality was particularly high during the 48 - 72 h and the 96 - 120 h periods.",No,Partially,Yes,No,No,No,No,No,Mortality,Ecosystem function,Survivorship,Coral larvae settlement rates,Ecosystem function,"Growth, productivity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecosystem function,Not reported
TRUE,"Pollock FJ, Katz SM, van de Water JAJM, Davies SW, Hein M, Torda G, Matz MV, Beltran VH, Buerger P, Puill-Stephan E, Abrego D, Bourne DG, Willis BL (2017) Coral larvae for restoration and research: a large-scale method for rearing Acropora millepora larvae, inducing settlement, and establishing symbiosis. PeerJ 5:e3732

",2017,2011-2012,primary,Aimed to determine (1) optimal larval rearing densities to maximize yield per unit effort. Here: moderate (0.5 larvae mL-1) density,Coral gardening - Nursery phase,Yes,Not reported,Not reported,"Overall, clear trends in the mortality rates of larvae were observed: mortality rates of those held at the lowest stocking density (0.2 larvae mL-1) were significantly lower than those held at moderate (0.5 larvae mL-1) and high (1 larvae mL-1) densities. Mortality rates in moderate stocking density tanks were also lower than those in high stocking density tanks. In all treatments, mortality was particularly high during the 48 - 72 h and the 96 - 120 h periods.",No,Partially,Yes,No,No,No,No,No,Mortality,Ecosystem function,Survivorship,Coral larvae settlement rates,Ecosystem function,"Growth, productivity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecosystem function,Not reported
TRUE,"Pollock FJ, Katz SM, van de Water JAJM, Davies SW, Hein M, Torda G, Matz MV, Beltran VH, Buerger P, Puill-Stephan E, Abrego D, Bourne DG, Willis BL (2017) Coral larvae for restoration and research: a large-scale method for rearing Acropora millepora larvae, inducing settlement, and establishing symbiosis. PeerJ 5:e3732

",2017,2011-2012,primary,Aimed to determine (1) optimal larval rearing densities to maximize yield per unit effort. Here: low (0.2 larvae mL-1) density,Coral gardening - Nursery phase,Yes,Not reported,Not reported,"Overall, clear trends in the mortality rates of larvae were observed: mortality rates of those held at the lowest stocking density (0.2 larvae mL-1) were significantly lower than those held at moderate (0.5 larvae mL-1) and high (1 larvae mL-1) densities. Mortality rates in moderate stocking density tanks were also lower than those in high stocking density tanks. In all treatments, mortality was particularly high during the 48 - 72 h and the 96 - 120 h periods.",No,Partially,Yes,No,No,No,No,No,Mortality,Ecosystem function,Survivorship,Coral larvae settlement rates,Ecosystem function,"Growth, productivity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecosystem function,Not reported
TRUE,"Putchim L, Thongtham N, Hewett A, Chansang H (2008) Survival and growth of Acropora spp. in mid-water nursery and after transplantation at Phi Phi Islands, the Andaman Sea, Thailand. In: Proceedings of the 11th International Coral Reef Symposium. Florida.p 1258–1261",2008,2006,primary,"Coral fragments were grown in mid-water nursery made of 16 modular structures, plastic mesh trays attached by cable-ties to rectangular 1.4 x 3.6 m frames made of 1.8 cm PVC pipe. Coral fragments were grown for 6 months in a nursery and were thereafter transplanted to a degraded site at 8-10 m water depth.",Coral gardening - Nursery phase,Yes,Not reported,Not reported,"After 4 months in the nursery, survival of fragments was 95.8% and 94.8% for Acropora grandis and Acropora muricata, respectively. After 6 months in the nursery, coral fragments (average size 4.6 cm) were transplanted to a nearby reef which had been destroyed by the Indian Ocean Tsunami in 2004. Survivorship of transplanted fragments after one year (6 months after out-planting) was 87.0% for Acropora grandis and 75.3% for Acropora muricata. Acropora muricata and Acropora grandis had high survivorship both in nursery and after transplantation, thus it is recommended that these coral species are suitable for nursery and transplantation in the Andaman Sea.",No,Partially,Yes,No,No,No,No,No,Survival (of more than one species),Species composition,Survivorship of species,Growth rate,Ecosystem function,"Growth, productivity",Height (coral colony),Ecosystem function,"Growth, productivity",Salinity,Physical conditions,Physico-chemical variables (water),Turbidity,Physical conditions,Physico-chemical variables (water),Sedimentation rate (total downward particle flux),Physical conditions,Rate of sedimentation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Species composition,Ecosystem function
TRUE,Rinkevich B (2000) Steps towards the evaluation of coral reef restoration by using small branch fragments. Mar Biol 136:807-812,2000,NA,primary,"Coral colonies were collected and carefully transferred underwater and placed in a new site where they were tied with plastic cords to concrete plates, at the same depth as they had been naturally growing. Small single-tip branches (< 4 cm) were grown in nursery.",Coral gardening - Nursery phase,Yes,Not reported,Not reported,Experiment commenced with 74 singe-tip branches of which 52 survived after 1 year.,No,Partially,Yes,No,No,No,No,No,Calcification rate (coral),Ecosystem function,"Growth, productivity",Survival,Ecosystem function,Survivorship,Growth (vertical),Ecosystem function,"Growth, productivity",Total weight added in skeleton mass,Ecosystem function,"Growth, productivity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecosystem function,Not reported
TRUE,Rinkevich B (2000) Steps towards the evaluation of coral reef restoration by using small branch fragments. Mar Biol 136:807-812,2000,NA,primary,"Coral colonies were collected and carefully transferred underwater and placed in a new site where they were tied with plastic cords to concrete plates, at the same depth as they had been naturally growing. Small dichotomous-tip branches (< 4 cm) were grown in nursery.",Coral gardening - Nursery phase,Yes,Not reported,Not reported,Experiment commenced with 57 dichotomous-tip branches of which 38 survived after 1 year.,No,Partially,Yes,No,No,No,No,No,Calcification rate (coral),Ecosystem function,"Growth, productivity",Survival,Ecosystem function,Survivorship,Growth (vertical),Ecosystem function,"Growth, productivity",Total weight added in skeleton mass,Ecosystem function,"Growth, productivity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecosystem function,Not reported
TRUE,"Rinkevich, B (2014) Professor at Israel Oceanographic and Limnological Research Institute and National Institute of Oceanography (Israel). Personal communication with UQ Staff. October 25, 2014.",2014,2014,secondary,"Branching coral colonies of 20 cm in diameter were transplanted at a completely bare area at a distance of 0.2 m from each other resulting in a coral density of 9 colonies/m2. This is a theoretical estimate predicting that almost 100% coral coverage within 10 years of normal growth and theoretical 100% transplant survivorship would be established. To achieve this goal, 90,000 colonies would be required for a transplantation area of 1 hectare. Here: calculations for rearing the coral transplants in a rope nursery (cheapest coral gardening method) are displayed.",Coral gardening - Nursery phase,"N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)"
TRUE,"Rinkevich, B (2014) Professor at Israel Oceanographic and Limnological Research Institute and National Institute of Oceanography (Israel). Personal communication with UQ Staff. October 25, 2014.",2014,2014,secondary,"Branching coral colonies of 20 cm in diameter were transplanted at a completely bare area at a distance of 0.2 m from each other resulting in a coral density of 9 colonies/m2. This is a theoretical estimate predicting that almost 100% coral coverage within 10 years of normal growth and theoretical 100% transplant survivorship would be established. To achieve this goal, 90,000 colonies would be required for a transplantation area of 1 hectare. Here: calculations for rearing the coral transplants in a floating nursery are displayed.",Coral gardening - Nursery phase,"N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N/A (secondary source, review or guideline paper)","N/A (secondary source, review or guideline paper)"
TRUE,"Schopmeyer S, Lirman D, Bartels E, Byrne J, Gilliam D, Hunt J, Johnson M, Larson E, Maxwell K, Nedimyer K, Walter C (2012) In situ coral nurseries serve as genetic repositories for coral reef restoration after an extreme cold-water event. Restor Ecol 20:696–703",2012,2010,primary,Corals grown in nurseries experienced a cold water (16 degree C) event. Here: performance of coral fragments in inshore nursery in Upper Keys is represented.,Coral gardening - Nursery phase,Yes,Not reported,Not reported,Survival of coral fragments in nursery during cold-water anomaly. Here: inshore nursery in Upper Keys.,No,Partially,Yes,No,No,No,No,No,Water temperature,Physical conditions,Physico-chemical variables (water),Mortality,Ecosystem function,Survivorship,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Physical conditions,Ecosystem function
TRUE,"Schopmeyer S, Lirman D, Bartels E, Byrne J, Gilliam D, Hunt J, Johnson M, Larson E, Maxwell K, Nedimyer K, Walter C (2012) In situ coral nurseries serve as genetic repositories for coral reef restoration after an extreme cold-water event. Restor Ecol 20:696–703",2012,2010,primary,Corals grown in nurseries experienced a cold water (16 degree C) event. Here: performance of coral fragments in mid-channel nursery in Upper Keys is represented.,Coral gardening - Nursery phase,Yes,Not reported,Not reported,Survival of coral fragments in nursery during cold-water anomaly. Here: mid-channel nursery in Upper Keys.,No,Partially,Yes,No,No,No,No,No,Water temperature,Physical conditions,Physico-chemical variables (water),Mortality,Ecosystem function,Survivorship,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Physical conditions,Ecosystem function
TRUE,"Schopmeyer S, Lirman D, Bartels E, Byrne J, Gilliam D, Hunt J, Johnson M, Larson E, Maxwell K, Nedimyer K, Walter C (2012) In situ coral nurseries serve as genetic repositories for coral reef restoration after an extreme cold-water event. Restor Ecol 20:696–703",2012,2010,primary,Corals grown in nurseries experienced a cold water (16 degree C) event. Here: performance of coral fragments in offshore nursery in Upper Keys is represented.,Coral gardening - Nursery phase,Yes,Not reported,Not reported,Survival of coral fragments in nursery during cold-water anomaly. Here: offshore nursery in Upper Keys.,No,Partially,Yes,No,No,No,No,No,Water temperature,Physical conditions,Physico-chemical variables (water),Mortality,Ecosystem function,Survivorship,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Physical conditions,Ecosystem function
TRUE,"Schopmeyer S, Lirman D, Bartels E, Byrne J, Gilliam D, Hunt J, Johnson M, Larson E, Maxwell K, Nedimyer K, Walter C (2012) In situ coral nurseries serve as genetic repositories for coral reef restoration after an extreme cold-water event. Restor Ecol 20:696–703",2012,2010,primary,Corals grown in nurseries experienced a cold water (16 degree C) event. Here: performance of coral fragments in inshore nursery in Middle Keys is represented.,Coral gardening - Nursery phase,Yes,Not reported,Not reported,Survival of coral fragments in nursery during cold-water anomaly. Here:  inshore nursery in Middle Keys.,No,Partially,Yes,No,No,No,No,No,Water temperature,Physical conditions,Physico-chemical variables (water),Mortality,Ecosystem function,Survivorship,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Physical conditions,Ecosystem function
TRUE,"Schopmeyer S, Lirman D, Bartels E, Byrne J, Gilliam D, Hunt J, Johnson M, Larson E, Maxwell K, Nedimyer K, Walter C (2012) In situ coral nurseries serve as genetic repositories for coral reef restoration after an extreme cold-water event. Restor Ecol 20:696–703",2012,2010,primary,Corals grown in nurseries experienced a cold water (16 degree C) event. Here: performance of coral fragments in mid-channel nursery in Middle Keys is represented.,Coral gardening - Nursery phase,Yes,Not reported,Not reported,Survival of coral fragments in nursery during coral-water anomaly. Here: mid-channel nursery in Middle Keys.,No,Partially,Yes,No,No,No,No,No,Water temperature,Physical conditions,Physico-chemical variables (water),Mortality,Ecosystem function,Survivorship,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Physical conditions,Ecosystem function
TRUE,"Schopmeyer S, Lirman D, Bartels E, Byrne J, Gilliam D, Hunt J, Johnson M, Larson E, Maxwell K, Nedimyer K, Walter C (2012) In situ coral nurseries serve as genetic repositories for coral reef restoration after an extreme cold-water event. Restor Ecol 20:696–703",2012,2010,primary,Corals grown in nurseries experienced a cold water (16 degree C) event. Here: performance of coral fragments in offshore nursery in Middle Keys is represented.,Coral gardening - Nursery phase,Yes,Not reported,Not reported,Survival of coral fragments in nursery during cold-water anomaly. Here: offshore nursery in Middle Keys.,No,Partially,Yes,No,No,No,No,No,Water temperature,Physical conditions,Physico-chemical variables (water),Mortality,Ecosystem function,Survivorship,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Physical conditions,Ecosystem function
TRUE,"Schopmeyer S, Lirman D, Bartels E, Byrne J, Gilliam D, Hunt J, Johnson M, Larson E, Maxwell K, Nedimyer K, Walter C (2012) In situ coral nurseries serve as genetic repositories for coral reef restoration after an extreme cold-water event. Restor Ecol 20:696–703",2012,2010,primary,Corals grown in nurseries experienced a cold water (16 degree C) event. Here: performance of coral fragments in inshore nursery in Lower Keys is represented.,Coral gardening - Nursery phase,Yes,Not reported,Not reported,Survival of coral fragments in nursery during cold-water anomaly. Here: inshore nursery in Lower Keys.,No,Partially,Yes,No,No,No,No,No,Water temperature,Physical conditions,Physico-chemical variables (water),Mortality,Ecosystem function,Survivorship,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Physical conditions,Ecosystem function
TRUE,"Schopmeyer S, Lirman D, Bartels E, Byrne J, Gilliam D, Hunt J, Johnson M, Larson E, Maxwell K, Nedimyer K, Walter C (2012) In situ coral nurseries serve as genetic repositories for coral reef restoration after an extreme cold-water event. Restor Ecol 20:696–703",2012,2010,primary,Corals grown in nurseries experienced a cold water (16 degree C) event. Here: performance of coral fragments in mid-channel nursery in Lower Keys is represented.,Coral gardening - Nursery phase,Yes,Not reported,Not reported,Survival of coral fragments in nursery during cold-water anomaly. Here: mid-channel nursery in Lower Keys.,No,Partially,Yes,No,No,No,No,No,Water temperature,Physical conditions,Physico-chemical variables (water),Mortality,Ecosystem function,Survivorship,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Physical conditions,Ecosystem function
TRUE,"Schopmeyer S, Lirman D, Bartels E, Byrne J, Gilliam D, Hunt J, Johnson M, Larson E, Maxwell K, Nedimyer K, Walter C (2012) In situ coral nurseries serve as genetic repositories for coral reef restoration after an extreme cold-water event. Restor Ecol 20:696–703",2012,2010,primary,Corals grown in nurseries experienced a cold water (16 degree C) event. Here: performance of coral fragments in offshore nursery in Lower Keys is represented.,Coral gardening - Nursery phase,Yes,Not reported,Not reported,Survival of coral fragments in nursery during cold-water anomaly. Here: offshore nursery in Lower Keys.,No,Partially,Yes,No,No,No,No,No,Water temperature,Physical conditions,Physico-chemical variables (water),Mortality,Ecosystem function,Survivorship,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Physical conditions,Ecosystem function
TRUE,"Shafir S, Van Rijn J, Rinkevich B (2006) Steps in the construction of underwater coral nursery, an essential component in reef restoration acts. Mar Biol 149:679-687",2006,2003,primary,"A floating mid-water prototype nursery was placed at 6 m depth within the nutrient-enriched environment of a fish farm. Ten colonies from five branching coral species provided 6,813 fragments (0.5–3 cm length). The fragments, each attached to a plastic pin, were inserted into plastic nets that were tied to a rope-net floating nursery.",Coral gardening - Nursery phase,Yes,Not reported,Not reported,"After 144 nursery days, only 13.1% of the fragments died and 21.2% were detached by mechanical forces. Small colonies ready for transplantation developed within 144–200 days. Ramets’ ecological volumes increased 13–46 folds and their heights by a factor of 3.5. After 306 days, the ecological volumes of the colonies increased 147–163 fold as compared to original volumes (revealing a daily growth rate constant of 1.67% during the first 5–10 months) and height values by a factor of six. Restoration has proved to be feasible due to mass production of coral colonies at low costs, high survivorship, fast growth, short nursery phase and improved
methodologies for handling farmed colonies.",No,No,Partially,No,No,No,No,No,Growth rate,Species composition,"Growth, productivity of species",Survival (of more than one species),Species composition,Survivorship of species,Growth (ecological volume),Ecosystem function,"Growth, productivity",Mortality,Ecosystem function,Survivorship,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Species composition,Ecosystem function
TRUE,"Shaish L, Levy G, Gomez E, Rinkevich B (2008) Fixed and suspended coral nurseries in the Philippines: Establishing the first step in the “gardening concept” of reef restoration. J Exp Mar Bio Ecol 358:86–97",2008,2005,primary,Coral fragments were suspended and fixed to bottom nursery. A monitoring and maintenance protocol was performed monthly.,Coral gardening - Nursery phase,Yes,Not reported,Not reported,Fragment survival on both types of nursery after 1 year: 91.1%–85.3%. Only 4.7%–4.9% became detached from the nurseries.,No,No,Partially,No,No,No,No,No,Growth rate,Species composition,"Growth, productivity of species",Survival (of more than one species),Species composition,Survivorship of species,Growth (ecological volume),Ecosystem function,"Growth, productivity",Mortality,Ecosystem function,Survivorship,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Species composition,Ecosystem function
TRUE,"Shaish L, Levy G, Katzir G, Rinkevich B (2010) Employing a highly fragmented, weedy coral species in reef restoration. Ecol Eng 36:1424-1432",2010,2005-2007,primary,"Coral ramets were reared in a shallow lagoon nursery for 1 year and then transplanted onto denuded reef knolls at two different sites and according to three transplantation designs (grid design with high or low density and patch design). The transplanted colonies were monitored every 3–4 months, over a period of 15 months. All outplanted colonies were measured immediately after transplantation to reef, and then 5 and 12 months later.",Coral gardening - Transplantation phase,Yes,Not reported,Not reported,"During 1 year of rearing, M. digitata ramets in the nursery exhibited a high survivorship (87%), and fast growth rates (217–927%), despite minimal maintenance and having to overcome the adverse effect of a strong typhoon. Following transplantation, 17% of the corals remained alive on the knolls with 37% loss due to mortality and 46% loss due to detachment. The weakness in the transplantation phase was M. digitata’s slow attachment to the substrate, which may be improved by having the coral tissue touching the substrate by drilling deeper holes in it.",No,No,Partially,No,No,No,No,No,Growth rate,Species composition,"Growth, productivity of species",Survival (of more than one species),Species composition,Survivorship of species,Growth (ecological volume),Ecosystem function,"Growth, productivity",Mortality,Ecosystem function,Survivorship,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Species composition,Ecosystem function
TRUE,"Soong K, Chen T (2003) Coral transplantation: Regeneration and growth of Acropora fragments in a nursery. Restor Ecol 11:62–71",2003,1996-1998,primary,Racks were constructed from iron and plastic rods to keep the experimental coral fragments.,Coral gardening - Transplantation phase,Yes,Not reported,Not reported,NA,No,Partially,Yes,No,No,No,No,No,Mortality,Ecosystem function,Survivorship,Position of fragment on donor colony,Ecosystem function,"Growth, productivity",Length (coral colony),Ecosystem function,"Growth, productivity",Growth form,Ecosystem function,"Growth, productivity",Physical damage (unspecified),Absence of threats,Physical disturbance,Smothering by algae,Absence of threats,Biological threats,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ecosystem function,Absence of threats
